epoch,train_loss,val_loss,train_acc,val_acc,weight_norm,delta_weight_norm
1,0.6947519150409069,0.6913479894399643,0.5103132750961806,0.5046875,9.2236328125,0.9490166306495667
2,0.6866161168276609,0.6956638425588608,0.5492677682048672,0.50859375,9.20570182800293,0.7946391701698303
3,0.679121712406913,0.694377675652504,0.5726914209323924,0.5125,9.238039016723633,0.7941696047782898
4,0.6713659252439227,0.7069545090198517,0.578845045723758,0.51484375,9.328991889953613,0.8270761370658875
5,0.6637519827255836,0.7050246894359589,0.6011553970012036,0.50546875,9.447336196899414,0.8201780915260315
6,0.6525158724942051,0.7145488619804382,0.612509969826583,0.51171875,9.615646362304688,0.8654088377952576
7,0.637935927936009,0.7418378204107284,0.628771933552983,0.50078125,9.831409454345703,0.8974834084510803
8,0.6239252359002501,0.7438394784927368,0.6418546169668764,0.503125,10.069812774658203,0.9213936924934387
9,0.6010934271655239,0.7847158968448639,0.6707395426519625,0.50078125,10.343996047973633,0.9245758056640625
10,0.5760283119730897,0.7938759654760361,0.6923963132795397,0.51484375,10.621617317199707,0.9453437328338623
11,0.5558198736264155,0.8592920154333115,0.7057725538264265,0.48671875,10.896839141845703,0.8906018733978271
