epoch,train_loss,val_loss,train_acc,val_acc,weight_norm,delta_weight_norm
1,0.6937080464520298,0.6889572322368622,0.511841988498038,0.53125,9.328207015991211,0.9641091823577881
2,0.6848641575037778,0.689890456199646,0.5444822311401367,0.525,9.403443336486816,0.7516916394233704
3,0.6765881920908834,0.6896555244922637,0.5759316289817894,0.52421875,9.5155668258667,0.7615808844566345
4,0.667501429935078,0.7051881402730942,0.5808888686882271,0.5265625,9.66771125793457,0.8109252452850342
5,0.6606084501350319,0.6953764379024505,0.6015043422416017,0.5359375,9.842860221862793,0.8299879431724548
6,0.6464653375384571,0.7208000302314759,0.6178161554284148,0.51875,10.049986839294434,0.8393141031265259
7,0.6314929959538219,0.7274760842323303,0.6347926265590793,0.51875,10.286307334899902,0.8708802461624146
8,0.6171960450790741,0.7409091711044311,0.6547157476236533,0.53125,10.540925025939941,0.8920943737030029
9,0.5987988599054106,0.7778450548648834,0.6750155084735745,0.509375,10.806397438049316,0.8877301812171936
10,0.5793023721857385,0.7654672354459763,0.6958414565075884,0.52734375,11.069181442260742,0.8802269697189331
11,0.555448897592314,0.7985899418592453,0.7138370701244899,0.51171875,11.338266372680664,0.8529517650604248
