epoch,train_loss,val_loss,train_acc,val_acc,weight_norm,delta_weight_norm
1,0.6962478901003744,0.6923611998558045,0.5070342961903457,0.50703125,6.628225803375244,1.2708683013916016
2,0.6858434415125585,0.6919080168008804,0.5515220663049719,0.5125,6.681541919708252,0.9185210466384888
3,0.6821476417583424,0.7005243271589279,0.5434575500069084,0.5125,6.811105728149414,1.0059915781021118
4,0.6761384495012053,0.7021734029054642,0.5630095709156204,0.51015625,6.968890190124512,1.022038221359253
5,0.6654429494679629,0.7032112896442413,0.5844835606250134,0.5125,7.200306415557861,1.0660438537597656
6,0.6570554827595805,0.7123113572597504,0.5961427682048672,0.51015625,7.496495246887207,1.1441632509231567
7,0.6449783306855422,0.7169139742851257,0.618851913855626,0.52265625,7.835092544555664,1.1554107666015625
8,0.6297317068655413,0.7612130463123321,0.6327709588375721,0.4984375,8.211488723754883,1.1879079341888428
9,0.6121371231236301,0.7651599228382111,0.6473823549983265,0.50390625,8.5906400680542,1.1252021789550781
10,0.5929336151578924,0.8004699677228928,0.6700527294651493,0.51484375,8.977049827575684,1.1250098943710327
11,0.5746119791989798,0.8322130054235458,0.6839606964981163,0.50703125,9.345202445983887,1.1031326055526733
12,0.547932064140236,0.8681883901357651,0.7114498405666142,0.515625,9.727027893066406,1.1318329572677612
