epoch,train_loss,val_loss,train_acc,val_acc,weight_norm,delta_weight_norm
1,0.6935474723577499,0.6901035159826279,0.5131340580789939,0.5390625,9.23074722290039,0.8801472783088684
2,0.6862321593191313,0.6918292611837387,0.5524041367613751,0.5032169118523597,9.188508033752441,0.6447544097900391
3,0.6806863708340604,0.6898652672767639,0.5628208032120829,0.5485294118523598,9.187756538391113,0.6142189502716064
4,0.6764651932146238,0.6925712198019027,0.5711616847826086,0.54140625,9.224991798400879,0.6157865524291992
5,0.6716023327215858,0.6918524324893951,0.5715957128483317,0.5295955896377563,9.295005798339844,0.6435244679450989
6,0.6670375103535859,0.6971839159727097,0.5875603867613751,0.528125,9.38573932647705,0.6349354982376099
7,0.6589259336824003,0.6942086964845657,0.5970523853016936,0.53359375,9.512685775756836,0.6719040274620056
8,0.6532115644734838,0.7022351920604706,0.6025626510381699,0.5366268396377564,9.651883125305176,0.6703681349754333
9,0.6451379112575365,0.7033046931028366,0.6201879531145096,0.5397518396377563,9.813484191894531,0.6910582184791565
10,0.6332110484009204,0.7181627750396729,0.640058877027553,0.5359375,9.981348037719727,0.6414040923118591
11,0.6237104405527529,0.742367222905159,0.6468900966903438,0.5413143396377563,10.16423225402832,0.6997022032737732
12,0.6139008934083192,0.7395692020654678,0.6494187803372092,0.5411305159330368,10.33731746673584,0.6547548770904541
13,0.6064952035313067,0.7531016886234283,0.6621376813753791,0.5374080896377563,10.51857852935791,0.6319103240966797
