epoch,train_loss,val_loss,train_acc,val_acc,weight_norm,delta_weight_norm
1,0.6929654976823828,0.692257308959961,0.5145837022708013,0.5171875,6.576396942138672,0.6209152936935425
2,0.6859639863391499,0.6930589884519577,0.5499601203661698,0.5046875,6.588881492614746,0.4980754852294922
3,0.6813541631122212,0.6929585874080658,0.561347926055992,0.51953125,6.633584499359131,0.5114824771881104
4,0.6747628194945199,0.6963938266038895,0.579482009777656,0.51796875,6.714376926422119,0.5187562108039856
5,0.668310413648794,0.7028484314680099,0.5810827278828883,0.50859375,6.812811851501465,0.518488347530365
6,0.6614047223395043,0.7052683979272842,0.5949906949158553,0.53046875,6.9251484870910645,0.5437256693840027
7,0.6525700210214971,0.7194333106279374,0.6116403753940876,0.51640625,7.062122344970703,0.5577853322029114
8,0.6414882933700478,0.7232449263334274,0.630200948034014,0.51875,7.217164993286133,0.5456061363220215
9,0.6286995941466027,0.7306173503398895,0.6435716499339094,0.5171875,7.390404224395752,0.5430716872215271
10,0.6150318659268893,0.7621147513389588,0.6578894892891685,0.5203125,7.576050758361816,0.548529326915741
11,0.6017326745358142,0.7683100461959839,0.6702188934598651,0.50546875,7.759542465209961,0.5418871641159058
