epoch,train_loss,val_loss,train_acc,val_acc,weight_norm,delta_weight_norm
1,0.6946044989994594,0.6931406259536743,0.5142402956773947,0.509375,6.671665191650391,1.2026996612548828
2,0.6844450543214987,0.6929763525724411,0.544100053035296,0.52890625,6.808819770812988,0.9634754657745361
3,0.6782392486111148,0.7000470250844956,0.5659672984710107,0.5171875,6.997525691986084,0.9491710066795349
4,0.6725363665884667,0.7032230019569397,0.5725031016947149,0.53046875,7.251308441162109,1.0287773609161377
5,0.6621671358307639,0.7098077476024628,0.5901608467102051,0.51640625,7.556156158447266,1.0428812503814697
6,0.6533216342821226,0.7166871756315232,0.6094193104859237,0.521875,7.888739585876465,1.109915018081665
7,0.6381564742916233,0.7314447849988938,0.6241968712963901,0.51015625,8.265677452087402,1.1102421283721924
8,0.6228507311789544,0.760852986574173,0.6447846509598114,0.5046875,8.6774320602417,1.159013271331787
9,0.6014118502428244,0.7792040288448334,0.6619383640341706,0.5203125,9.08462905883789,1.1642513275146484
10,0.5819551974207491,0.8045354306697845,0.6843096417385143,0.4984375,9.495903968811035,1.1071341037750244
11,0.5573551307667742,0.8323158979415893,0.7045761693964948,0.4984375,9.897237777709961,1.1019916534423828
12,0.5328797249348609,0.8576133042573929,0.7253633462465726,0.50546875,10.287846565246582,1.050859808921814
