epoch,train_loss,val_loss,train_acc,val_acc,weight_norm,delta_weight_norm
1,0.6940942924101274,0.6930851459503173,0.5200892857142857,0.5,6.608921527862549,0.6212844252586365
2,0.6862410889877067,0.6926725000143051,0.5387772508374937,0.51171875,6.65961217880249,0.5010695457458496
3,0.6803079705971938,0.6931213438510895,0.5592985637895354,0.53203125,6.731802463531494,0.4681677520275116
4,0.6754093615563361,0.6956543803215027,0.5743918379584512,0.53203125,6.83317756652832,0.5018007159233093
5,0.6678277247554654,0.7000239282846451,0.5841456926785983,0.52734375,6.957975387573242,0.5234764814376831
6,0.6608934526915079,0.7074267953634262,0.5922434421686026,0.52421875,7.092843055725098,0.535029411315918
7,0.6523139424376435,0.7056883633136749,0.6104606075601263,0.53515625,7.243667125701904,0.5335179567337036
8,0.6419487385959416,0.7161037713289261,0.625204935833648,0.52734375,7.412558078765869,0.5535346269607544
9,0.6299043120918694,0.7301338702440262,0.6327654201905806,0.53515625,7.59135103225708,0.5506015419960022
10,0.6174033519985912,0.7336712270975113,0.64926001396808,0.5140625,7.767489433288574,0.5467235445976257
11,0.6046645916425265,0.748042780160904,0.6657601470475668,0.52734375,7.953185081481934,0.5440851449966431
12,0.5917823629064874,0.755531570315361,0.6700471901631617,0.51953125,8.139659881591797,0.5406335592269897
