epoch,train_loss,val_loss,train_acc,val_acc,weight_norm,delta_weight_norm
1,0.6979997302149679,0.6904278635978699,0.493142945425851,0.5296875,6.595712184906006,0.7450193762779236
2,0.6892625532307468,0.6902417570352555,0.5339584809083205,0.52890625,6.591189384460449,0.49003249406814575
3,0.6851256954800952,0.6915900975465774,0.5441665190916795,0.52734375,6.6289472579956055,0.5305779576301575
4,0.6804083526789487,0.6940012007951737,0.558008020068263,0.51171875,6.6917853355407715,0.5191778540611267
5,0.6737494868236583,0.6976433426141739,0.5772886387594454,0.51484375,6.777420997619629,0.5358974933624268
6,0.6658871815754817,0.702678096294403,0.5939272419436947,0.51875,6.899543285369873,0.5845475792884827
7,0.6580797990599832,0.7062357634305954,0.6078684421686026,0.52421875,7.0511345863342285,0.6013421416282654
8,0.6461940761450883,0.7279338777065277,0.6219370345492939,0.51484375,7.229822635650635,0.6075302362442017
9,0.636080781837086,0.7280082643032074,0.6269552019926218,0.51484375,7.411956310272217,0.6033997535705566
10,0.6195424015705402,0.7388143330812454,0.6480636295381483,0.51328125,7.607685089111328,0.5792822241783142
11,0.6060771837339296,0.7590166300535202,0.6614841812259549,0.51953125,7.805347442626953,0.5604302287101746
12,0.5873080243121137,0.7719382375478745,0.6819168735336472,0.50390625,8.010710716247559,0.5467975735664368
