epoch,train_loss,val_loss,train_acc,val_acc,weight_norm,delta_weight_norm
1,0.6945391677238129,0.6892346799373626,0.5119860951717083,0.5209895849227906,6.583817005157471,0.6891283392906189
2,0.687802656011267,0.6916851609945297,0.5301414597165454,0.51796875,6.599967002868652,0.5099345445632935
3,0.683557622380309,0.6880850911140441,0.5483239348773118,0.5099479183554649,6.6440815925598145,0.5105703473091125
4,0.6793694548554473,0.690421336889267,0.5586020337356316,0.5231250017881394,6.711613178253174,0.5212001800537109
5,0.6738491791945237,0.6880312740802765,0.5663527810311579,0.5350520849227905,6.796680927276611,0.5327882170677185
6,0.6699740231692136,0.6922425925731659,0.5820832128053183,0.5439583361148834,6.893161773681641,0.5174493789672852
7,0.6663269223747673,0.6944573253393174,0.5766549788333557,0.5425000011920929,6.99627161026001,0.499643474817276
8,0.6589626538884509,0.6946932643651962,0.5935451611057743,0.5369270861148834,7.112087249755859,0.5037481784820557
9,0.6531802507547232,0.7149514466524124,0.5938253085036854,0.5393750011920929,7.242410182952881,0.5309983491897583
10,0.6474823565273494,0.7039041161537171,0.5995758627797221,0.5363541692495346,7.37070369720459,0.5252322554588318
11,0.639890370788155,0.7101955384016037,0.6170895990434584,0.538802084326744,7.5053629875183105,0.4962785243988037
12,0.6351901915047194,0.7135762065649033,0.6212737370323349,0.5322395861148834,7.644437313079834,0.48400235176086426
13,0.6258749726054432,0.7260275661945343,0.626232046347398,0.5354687511920929,7.79023551940918,0.4741528332233429
14,0.6198047943167634,0.7479773789644242,0.6336996339179657,0.528125,7.933311462402344,0.4884917438030243
15,0.614510259785495,0.7338427752256393,0.6386368562887003,0.5315625011920929,8.080570220947266,0.5045878887176514
