epoch,train_loss,val_loss,train_acc,val_acc,weight_norm,delta_weight_norm
1,0.6960128467161577,0.693346032500267,0.5115131578602634,0.5294791683554649,6.614391326904297,1.2960641384124756
2,0.6880648280238058,0.6900740027427673,0.5383651436685206,0.5128645837306977,6.642088890075684,0.9442605972290039
3,0.6843200607614203,0.6966666638851166,0.5457694720435928,0.5295833349227905,6.725855827331543,0.9573860764503479
4,0.680051191167517,0.6944689899682999,0.5615450887234656,0.5211979180574418,6.863137245178223,0.9905120134353638
5,0.6756084718547024,0.6971284866333007,0.5647622661276178,0.52734375,7.045414924621582,1.0459604263305664
6,0.6696419466982831,0.7050270885229111,0.5764591765927745,0.5216666683554649,7.257766246795654,1.0400302410125732
7,0.6673279614238948,0.6996377646923065,0.5795498359334338,0.52421875,7.471775531768799,1.0554109811782837
8,0.6567807361319825,0.7169468104839325,0.5951748359334338,0.5203125,7.737617492675781,1.1165671348571777
9,0.6520966022879213,0.7256753593683243,0.601292895746755,0.5069270849227905,7.997389316558838,1.0435283184051514
10,0.6458802419704396,0.7470614343881607,0.6071097215453347,0.5274479180574417,8.286362648010254,1.086557149887085
11,0.6331268614465064,0.7353436857461929,0.6282894735807901,0.5306770861148834,8.56429386138916,1.0258466005325317
12,0.6223702404525254,0.763560339808464,0.6321994891533484,0.5243229180574417,8.895377159118652,1.0443617105484009
